vehicle_number,total_violations,first_violation,last_violation,unique_zones,top_zone,vehicle_type,top_violation_type,span_days,violations_per_month,rank
FKN00GL143086,8,2023-11-21,2024-02-16,3,Hulimavu,CAR,WRONG PARKING,88,2.73,1080
FKN00GL5769,8,2023-12-15,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,89,2.7,1081
FKN00GL115671,8,2023-11-14,2024-01-18,1,Vijayanagara,SCOOTER,WRONG PARKING,66,3.64,1082
FKN00GL57714,8,2023-12-26,2024-04-05,1,Jayanagara,SCOOTER,NO PARKING,102,2.35,1083
FKN00GL36925,8,2023-11-27,2024-02-23,1,Halasuru Gate,SCOOTER,NO PARKING,89,2.7,1084
FKN00GL24272,8,2023-11-12,2024-03-28,1,Shivajinagar,PASSENGER AUTO,NO PARKING,138,1.74,1085
FKN00GL24291,8,2023-11-21,2024-02-07,1,Upparpet,MOTOR CYCLE,NO PARKING,79,3.04,1086
FKN00GL24569,8,2023-11-26,2024-04-01,1,Shivajinagar,MOTOR CYCLE,NO PARKING,128,1.88,1087
FKN00GL2461,8,2024-01-16,2024-03-28,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,73,3.29,1088
FKN00GL8042,8,2023-11-17,2024-04-08,1,Shivajinagar,SCOOTER,WRONG PARKING,144,1.67,1089
FKN00GL80813,8,2023-11-29,2024-03-21,1,Vijayanagara,SCOOTER,NO PARKING,114,2.11,1090
FKN00GL8152,8,2024-01-06,2024-04-02,1,Upparpet,SCOOTER,NO PARKING,88,2.73,1091
FKN00GL8172,8,2024-02-03,2024-02-03,1,Upparpet,SCOOTER,NO PARKING,1,240.0,1092
FKN00GL102677,8,2023-11-22,2024-01-29,1,High ground,SCOOTER,NO PARKING,69,3.48,1093
FKN00GL102681,8,2023-11-14,2024-01-29,2,High ground,SCOOTER,WRONG PARKING,77,3.12,1094
FKN00GL56709,8,2024-02-23,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,1,240.0,1095
FKN00GL56714,8,2024-02-23,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,1,240.0,1096
FKN00GL56722,8,2024-02-23,2024-02-23,1,Electronic City,MOTOR CYCLE,WRONG PARKING,1,240.0,1097
FKN00GL38408,8,2023-11-15,2024-04-04,1,Halasur,MOTOR CYCLE,WRONG PARKING,142,1.69,1098
FKN00GL38123,8,2023-11-16,2024-02-28,2,Upparpet,CAR,NO PARKING,105,2.29,1099
FKN00GL5695,8,2023-12-18,2024-03-01,1,Vijayanagara,SCOOTER,WRONG PARKING,75,3.2,1100
FKN00GL57364,8,2024-01-01,2024-03-26,1,HAL Old Airport,SCOOTER,WRONG PARKING,86,2.79,1101
FKN00GL57373,8,2023-11-17,2024-03-28,1,Vijayanagara,SCOOTER,WRONG PARKING,133,1.8,1102
FKN00GL57397,8,2023-11-15,2024-03-01,1,HAL Old Airport,SCOOTER,NO PARKING,108,2.22,1103
FKN00GL11637,8,2023-11-15,2024-03-06,1,HAL Old Airport,SCOOTER,WRONG PARKING,113,2.12,1104
FKN00GL56693,8,2024-02-23,2024-03-19,1,Halasuru Gate,MOTOR CYCLE,NO PARKING,26,9.23,1105
FKN00GL56708,8,2024-02-23,2024-02-23,1,Electronic City,SCOOTER,WRONG PARKING,1,240.0,1106
FKN00GL18092,8,2023-12-20,2024-01-29,1,Shivajinagar,SCOOTER,NO PARKING,41,5.85,1107
FKN00GL82060,8,2023-11-16,2024-03-08,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,114,2.11,1108
FKN00GL82323,8,2023-12-06,2024-04-05,1,Rajajinagar,MAXI-CAB,WRONG PARKING,122,1.97,1109
FKN00GL24254,8,2023-11-21,2024-02-03,2,Sheshadripuram,PASSENGER AUTO,WRONG PARKING,75,3.2,1110
FKN00GL18535,8,2023-11-23,2024-01-11,1,Upparpet,LGV,WRONG PARKING,50,4.8,1111
FKN00GL23470,8,2024-02-06,2024-02-06,1,Bellandur,MAXI-CAB,NO PARKING,1,240.0,1112
FKN00GL39076,8,2024-02-14,2024-02-27,1,HAL Old Airport,SCOOTER,WRONG PARKING,14,17.14,1113
FKN00GL54939,8,2024-03-01,2024-03-19,1,Malleshwaram,CAR,NO PARKING,19,12.63,1114
FKN00GL55135,8,2023-11-22,2024-02-22,1,Rajajinagar,MOTOR CYCLE,NO PARKING,93,2.58,1115
FKN00GL55338,8,2023-12-27,2024-04-07,1,Rajajinagar,SCOOTER,NO PARKING,103,2.33,1116
FKN00GL5570,8,2024-02-25,2024-04-07,2,Hulimavu,LORRY/GOODS VEHICLE,WRONG PARKING,43,5.58,1117
FKN00GL56052,8,2023-11-12,2024-02-25,1,Rajajinagar,SCOOTER,NO PARKING,106,2.26,1118
FKN00GL23595,8,2024-01-11,2024-03-26,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,76,3.16,1119
FKN00GL182262,8,2024-01-04,2024-01-08,1,Upparpet,CAR,WRONG PARKING,5,48.0,1120
FKN00GL18229,8,2023-11-15,2024-03-27,1,HAL Old Airport,SCOOTER,NO PARKING,134,1.79,1121
FKN00GL8446,8,2024-02-05,2024-04-06,1,Rajajinagar,MOTOR CYCLE,WRONG PARKING,62,3.87,1122
FKN00GL86389,8,2023-11-27,2024-02-26,1,Shivajinagar,CAR,NO PARKING,92,2.61,1123
FKN00GL18310,8,2023-12-27,2024-02-29,1,Malleshwaram,CAR,NO PARKING,65,3.69,1124
FKN00GL23764,8,2023-11-18,2024-02-10,1,Jeevanbheemanagar,CAR,NO PARKING,85,2.82,1125
FKN00GL2391,8,2024-01-01,2024-03-15,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,75,3.2,1126
FKN00GL11793,8,2023-11-22,2024-04-01,3,City Market,PASSENGER AUTO,WRONG PARKING,132,1.82,1127
FKN00GL39777,8,2024-01-05,2024-03-28,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,84,2.86,1128
FKN00GL39865,8,2024-01-12,2024-04-03,1,Shivajinagar,SCOOTER,WRONG PARKING,83,2.89,1129
FKN00GL40495,8,2023-11-15,2024-04-02,2,Sheshadripuram,LGV,WRONG PARKING,140,1.71,1130
FKN00GL40506,8,2023-11-21,2024-02-23,1,HAL Old Airport,SCOOTER,WRONG PARKING,95,2.53,1131
FKN00GL40724,8,2023-11-12,2024-04-06,1,K.R. Pura,LGV,PARKING IN A MAIN ROAD,147,1.63,1132
FKN00GL40810,8,2023-11-14,2024-04-02,1,Malleshwaram,CAR,NO PARKING,141,1.7,1133
FKN00GL41127,8,2024-02-16,2024-04-08,1,Rajajinagar,CAR,NO PARKING,53,4.53,1134
FKN00GL13486,8,2023-11-14,2024-04-06,1,Upparpet,LGV,WRONG PARKING,145,1.66,1135
FKN00GL134975,8,2023-11-15,2024-01-06,2,Upparpet,SCOOTER,NO PARKING,53,4.53,1136
FKN00GL13688,8,2023-11-12,2024-03-13,2,Upparpet,SCOOTER,NO PARKING,123,1.95,1137
FKN00GL4138,8,2023-11-14,2024-02-25,2,Ashok Nagar,MOTOR CYCLE,NO PARKING,104,2.31,1138
FKN00GL8962,8,2023-11-12,2024-03-21,2,Upparpet,CAR,NO PARKING,131,1.83,1139
FKN00GL23155,8,2023-12-12,2024-02-06,1,High ground,SCOOTER,WRONG PARKING,57,4.21,1140
FKN00GL23238,8,2023-12-22,2024-03-28,1,Vijayanagara,MOTOR CYCLE,NO PARKING,98,2.45,1141
FKN00GL23403,8,2024-01-19,2024-02-27,1,Shivajinagar,SCOOTER,NO PARKING,40,6.0,1142
FKN00GL122726,8,2023-11-11,2023-12-31,1,Upparpet,GOODS AUTO,NO PARKING,51,4.71,1143
FKN00GL53378,8,2023-11-21,2024-03-09,1,Upparpet,CAR,NO PARKING,110,2.18,1144
FKN00GL54574,8,2023-11-25,2023-12-29,1,Halasur,CAR,NO PARKING,35,6.86,1145
FKN00GL5490,8,2023-11-12,2024-03-31,1,Upparpet,PASSENGER AUTO,WRONG PARKING,141,1.7,1146
FKN00GL13423,8,2024-01-01,2024-02-24,1,HAL Old Airport,SCOOTER,NO PARKING,55,4.36,1147
FKN00GL43461,8,2023-11-29,2024-03-13,1,Pulikeshinagar(F.Town),SCOOTER,NO PARKING,106,2.26,1148
FKN00GL43677,8,2023-12-16,2024-04-02,1,Vijayanagara,SCOOTER,NO PARKING,109,2.2,1149
FKN00GL4380,8,2023-11-29,2024-03-12,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,105,2.29,1150
FKN00GL54046,8,2023-12-28,2024-02-28,3,Malleshwaram,CAR,WRONG PARKING,63,3.81,1151
FKN00GL10017,8,2023-11-21,2024-03-02,1,HAL Old Airport,SCOOTER,NO PARKING,103,2.33,1152
FKN00GL18970,8,2024-01-07,2024-04-03,1,City Market,SCOOTER,WRONG PARKING,88,2.73,1153
FKN00GL2258,8,2023-11-14,2024-04-04,1,Jeevanbheemanagar,MOTOR CYCLE,WRONG PARKING,143,1.68,1154
FKN00GL18682,8,2024-01-10,2024-03-18,2,Upparpet,CAR,WRONG PARKING,69,3.48,1155
FKN00GL18731,8,2023-11-17,2024-03-10,1,Upparpet,VAN,WRONG PARKING,115,2.09,1156
FKN00GL101939,8,2023-11-16,2023-11-16,1,Magadi Road,CAR,NO PARKING,1,240.0,1157
FKN00GL118445,8,2023-11-11,2024-01-11,1,Upparpet,CAR,WRONG PARKING,62,3.87,1158
FKN00GL45496,8,2023-11-15,2024-02-25,2,Upparpet,CAR,NO PARKING,103,2.33,1159
FKN00GL4555,8,2023-12-13,2024-03-27,1,HAL Old Airport,SCOOTER,WRONG PARKING,106,2.26,1160
FKN00GL4609,8,2024-03-27,2024-04-04,1,Shivajinagar,MOTOR CYCLE,NO PARKING,9,26.67,1161
FKN00GL4617,8,2023-12-13,2024-03-28,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,107,2.24,1162
FKN00GL46186,8,2023-12-10,2024-04-04,1,Rajajinagar,PRIVATE BUS,WRONG PARKING,117,2.05,1163
FKN00GL129954,8,2023-12-07,2024-01-27,1,Upparpet,SCOOTER,WRONG PARKING,52,4.62,1164
FKN00GL47778,8,2024-02-19,2024-03-28,1,Shivajinagar,SCOOTER,NO PARKING,39,6.15,1165
FKN00GL223394,8,2024-03-09,2024-03-09,1,Shivajinagar,MOTOR CYCLE,NO PARKING,1,240.0,1166
FKN00GL100833,8,2023-11-18,2024-03-26,1,Shivajinagar,MOTOR CYCLE,NO PARKING,130,1.85,1167
FKN00GL0937,8,2023-11-10,2023-11-29,1,Malleshwaram,CAR,WRONG PARKING,20,12.0,1168
FKN00GL0962,8,2023-11-21,2024-03-27,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,128,1.88,1169
FKN00GL54198,8,2024-01-18,2024-02-22,1,HAL Old Airport,SCOOTER,NO PARKING,36,6.67,1170
FKN00GL13288,8,2023-11-22,2024-02-24,1,City Market,MOTOR CYCLE,NO PARKING,95,2.53,1171
FKN00GL44684,8,2023-11-15,2024-04-02,1,Chamarajpet,LGV,WRONG PARKING,140,1.71,1172
FKN00GL131230,8,2023-11-23,2024-03-12,1,Vijayanagara,MOTOR CYCLE,NO PARKING,111,2.16,1173
FKN00GL4509,8,2023-12-19,2024-02-08,1,Vijayanagara,MOTOR CYCLE,NO PARKING,52,4.62,1174
FKN00GL9929,8,2023-12-24,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,80,3.0,1175
FKN00GL0053,8,2023-11-22,2024-01-29,1,High ground,SCOOTER,NO PARKING,69,3.48,1176
FKN00GL9775,8,2023-12-06,2024-01-30,1,Rajajinagar,CAR,WRONG PARKING,56,4.29,1177
FKN00GL0356,8,2023-12-02,2024-04-03,1,Upparpet,SCOOTER,NO PARKING,124,1.94,1178
FKN00GL20300,8,2024-02-05,2024-02-05,1,Malleshwaram,MOTOR CYCLE,NO PARKING,1,240.0,1179
FKN00GL9683,8,2023-11-23,2024-03-08,1,City Market,SCOOTER,WRONG PARKING,107,2.24,1180
FKN00GL21432,8,2023-11-11,2024-02-06,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,88,2.73,1181
FKN00GL93455,8,2023-11-17,2024-03-01,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,106,2.26,1182
FKN00GL0673,8,2023-12-01,2024-03-14,3,Chamarajpet,GOODS AUTO,WRONG PARKING,105,2.29,1183
FKN00GL91870,8,2023-11-12,2024-03-17,1,Shivajinagar,MOTOR CYCLE,NO PARKING,127,1.89,1184
FKN00GL123460,8,2023-11-12,2024-01-14,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,64,3.75,1185
FKN00GL48969,8,2023-12-19,2024-02-19,1,Upparpet,CAR,NO PARKING,63,3.81,1186
FKN00GL49617,8,2023-11-16,2024-02-27,2,Adugodi,CAR,NO PARKING,104,2.31,1187
FKN00GL49709,8,2024-02-20,2024-02-22,1,HAL Old Airport,SCOOTER,NO PARKING,3,80.0,1188
FKN00GL49739,8,2023-11-11,2024-02-20,1,Shivajinagar,SCOOTER,NO PARKING,102,2.35,1189
FKN00GL4787,8,2024-01-24,2024-03-29,2,Shivajinagar,SCOOTER,NO PARKING,66,3.64,1190
FKN00GL2963,8,2024-03-14,2024-03-18,2,Hulimavu,SCHOOL VEHICLE,WRONG PARKING,5,48.0,1191
FKN00GL29749,8,2023-12-05,2024-02-17,3,Kodigehalli,CAR,NO PARKING,75,3.2,1192
FKN00GL108789,8,2023-11-11,2023-12-07,1,Upparpet,PASSENGER AUTO,NO PARKING,27,8.89,1193
FKN00GL67857,8,2023-11-12,2024-04-06,1,Upparpet,PASSENGER AUTO,WRONG PARKING,147,1.63,1194
FKN00GL68113,8,2023-12-13,2024-03-26,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,105,2.29,1195
FKN00GL16010,8,2023-12-11,2024-03-24,1,Upparpet,HGV,NO PARKING,105,2.29,1196
FKN00GL160383,8,2023-12-19,2023-12-29,1,High ground,SCOOTER,WRONG PARKING,11,21.82,1197
FKN00GL94104,8,2023-12-14,2024-03-23,1,Shivajinagar,SCOOTER,NO PARKING,101,2.38,1198
FKN00GL0396,8,2023-11-26,2024-03-25,1,Rajajinagar,MOPED,WRONG PARKING,121,1.98,1199
FKN00GL0520,8,2024-01-05,2024-03-14,2,HAL Old Airport,SCOOTER,WRONG PARKING,70,3.43,1200
FKN00GL12548,8,2024-01-18,2024-03-16,1,Vijayanagara,MOTOR CYCLE,WRONG PARKING,59,4.07,1201
FKN00GL5032,8,2024-01-14,2024-03-12,1,Upparpet,SCOOTER,WRONG PARKING,59,4.07,1202
FKN00GL5037,8,2023-12-27,2024-03-11,1,Upparpet,SCOOTER,NO PARKING,76,3.16,1203
FKN00GL124046,8,2023-11-12,2023-12-31,1,Upparpet,SCOOTER,NO PARKING,50,4.8,1204
FKN00GL12440,8,2023-11-16,2024-03-25,1,City Market,PASSENGER AUTO,WRONG PARKING,131,1.83,1205
FKN00GL124531,8,2023-12-07,2024-01-05,1,Jeevanbheemanagar,MOTOR CYCLE,NO PARKING,30,8.0,1206
FKN00GL0104,7,2024-01-07,2024-03-15,1,HAL Old Airport,SCOOTER,NO PARKING,69,3.04,1207
FKN00GL9996,7,2023-11-21,2024-02-02,1,High ground,SCOOTER,WRONG PARKING,74,2.84,1208
FKN00GL98887,7,2023-11-17,2024-03-06,1,Upparpet,PASSENGER AUTO,WRONG PARKING,111,1.89,1209
FKN00GL47140,7,2023-11-28,2024-02-25,1,Upparpet,SCOOTER,NO PARKING,90,2.33,1210
FKN00GL47176,7,2023-11-18,2024-04-03,1,Rajajinagar,CAR,WRONG PARKING,138,1.52,1211
FKN00GL46332,7,2024-01-14,2024-02-12,1,Shivajinagar,SCOOTER,WRONG PARKING,30,7.0,1212
FKN00GL46585,7,2023-12-06,2024-03-25,1,Vijayanagara,SCOOTER,WRONG PARKING,111,1.89,1213
FKN00GL129217,7,2023-11-15,2023-12-29,1,Shivajinagar,SCOOTER,NO PARKING,45,4.67,1214
FKN00GL94708,7,2023-12-27,2024-03-03,1,Vijayanagara,MOTOR CYCLE,NO PARKING,68,3.09,1215
FKN00GL20610,7,2023-11-20,2024-04-07,3,Hulimavu,CAR,WRONG PARKING,140,1.5,1216
FKN00GL9475,7,2023-11-12,2024-02-29,1,City Market,PASSENGER AUTO,WRONG PARKING,110,1.91,1217
FKN00GL95071,7,2023-12-01,2024-03-19,1,Malleshwaram,SCOOTER,NO PARKING,110,1.91,1218
FKN00GL0374,7,2023-12-23,2024-03-27,1,City Market,SCOOTER,WRONG PARKING,96,2.19,1219
FKN00GL0406,7,2023-11-30,2024-01-31,1,Vijayanagara,SCOOTER,NO PARKING,63,3.33,1220
FKN00GL9519,7,2024-01-08,2024-02-02,1,HAL Old Airport,MAXI-CAB,WRONG PARKING,26,8.08,1221
FKN00GL9541,7,2023-12-14,2024-03-15,2,Shivajinagar,SCOOTER,NO PARKING,93,2.26,1222
FKN00GL47321,7,2024-02-19,2024-02-19,1,Upparpet,MOTOR CYCLE,WRONG PARKING,1,210.0,1223
FKN00GL47359,7,2023-11-29,2024-02-28,1,Malleshwaram,CAR,WRONG PARKING,92,2.28,1224
FKN00GL4747,7,2023-12-13,2024-04-05,1,HAL Old Airport,SCOOTER,NO PARKING,115,1.83,1225
FKN00GL4533,7,2023-11-24,2024-04-07,1,City Market,MOTOR CYCLE,WRONG PARKING,136,1.54,1226
FKN00GL4560,7,2023-11-17,2024-03-28,1,HAL Old Airport,SCOOTER,NO PARKING,133,1.58,1227
FKN00GL4569,7,2024-01-01,2024-03-26,2,City Market,SCOOTER,WRONG PARKING,86,2.44,1228
FKN00GL4576,7,2024-01-05,2024-04-02,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,89,2.36,1229
FKN00GL45825,7,2024-02-21,2024-04-03,1,Malleshwaram,PASSENGER AUTO,WRONG PARKING,43,4.88,1230
FKN00GL46105,7,2024-02-14,2024-04-04,1,Halasur,SCOOTER,WRONG PARKING,51,4.12,1231
FKN00GL47579,7,2024-02-19,2024-02-19,1,Electronic City,CAR,WRONG PARKING,1,210.0,1232
FKN00GL20708,7,2023-11-29,2024-02-05,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,69,3.04,1233
FKN00GL0651,7,2023-11-11,2024-01-14,2,Upparpet,SCOOTER,NO PARKING,65,3.23,1234
FKN00GL0662,7,2023-11-21,2024-03-16,1,City Market,LGV,WRONG PARKING,117,1.79,1235
FKN00GL9417,7,2023-11-28,2024-02-01,1,Vijayanagara,SCOOTER,NO PARKING,66,3.18,1236
FKN00GL47809,7,2024-02-19,2024-02-19,1,Electronic City,SCOOTER,NO PARKING,1,210.0,1237
FKN00GL47816,7,2024-02-19,2024-02-19,1,Electronic City,CAR,NO PARKING,1,210.0,1238
FKN00GL12752,7,2023-11-13,2024-04-07,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,147,1.43,1239
FKN00GL13025,7,2024-01-11,2024-03-02,1,Malleshwaram,MOTOR CYCLE,NO PARKING,52,4.04,1240
FKN00GL130823,7,2023-11-15,2024-01-04,2,Upparpet,CAR,NO PARKING,51,4.12,1241
FKN00GL12788,7,2024-03-02,2024-03-31,2,Rajajinagar,SCOOTER,WRONG PARKING,30,7.0,1242
FKN00GL20845,7,2024-02-05,2024-03-21,1,Upparpet,MOTOR CYCLE,NO PARKING,46,4.57,1243
FKN00GL20852,7,2023-11-15,2024-03-15,2,HAL Old Airport,SCOOTER,NO PARKING,122,1.72,1244
FKN00GL20979,7,2024-02-06,2024-03-25,1,Vijayanagara,SCOOTER,NO PARKING,49,4.29,1245
FKN00GL0738,7,2023-11-18,2024-03-09,1,High ground,MOTOR CYCLE,WRONG PARKING,113,1.86,1246
FKN00GL0908,7,2023-11-17,2024-03-15,1,HAL Old Airport,SCOOTER,WRONG PARKING,120,1.75,1247
FKN00GL9311,7,2023-12-30,2024-02-22,1,Upparpet,CAR,WRONG PARKING,55,3.82,1248
FKN00GL9351,7,2023-12-29,2024-02-07,1,Shivajinagar,SCOOTER,NO PARKING,41,5.12,1249
FKN00GL128864,7,2023-12-06,2024-01-06,1,High ground,MOTOR CYCLE,WRONG PARKING,32,6.56,1250
FKN00GL44415,7,2024-02-16,2024-03-27,1,Wilson Garden,VAN,NO PARKING,41,5.12,1251
FKN00GL44905,7,2024-03-10,2024-03-19,1,Kodigehalli,SCOOTER,WRONG PARKING,10,21.0,1252
FKN00GL4504,7,2023-11-21,2024-03-28,1,HAL Old Airport,SCOOTER,WRONG PARKING,129,1.63,1253
FKN00GL48313,7,2023-11-15,2024-02-14,1,Halasur,SCOOTER,WRONG PARKING,92,2.28,1254
FKN00GL4872,7,2023-12-20,2024-03-28,1,Upparpet,CAR,NO PARKING,100,2.1,1255
FKN00GL48774,7,2023-11-15,2024-04-07,3,Upparpet,CAR,NO PARKING,145,1.45,1256
FKN00GL132057,7,2023-11-15,2023-12-19,1,Shivajinagar,MOTOR CYCLE,NO PARKING,35,6.0,1257
FKN00GL13269,7,2023-12-14,2024-02-22,1,Banashankari,SCOOTER,NO PARKING,71,2.96,1258
FKN00GL44246,7,2024-03-16,2024-03-16,1,Shivajinagar,CAR,WRONG PARKING,1,210.0,1259
FKN00GL91814,7,2023-11-11,2024-03-17,1,Shivajinagar,SCOOTER,WRONG PARKING,128,1.64,1260
FKN00GL91873,7,2023-11-11,2024-03-17,1,Shivajinagar,SCOOTER,WRONG PARKING,128,1.64,1261
FKN00GL2111,7,2023-12-06,2024-03-15,4,Upparpet,PASSENGER AUTO,WRONG PARKING,101,2.08,1262
FKN00GL2117,7,2024-02-06,2024-04-03,1,Sheshadripuram,SCOOTER,NO PARKING,58,3.62,1263
FKN00GL21449,7,2023-11-11,2024-02-06,1,Shivajinagar,SCOOTER,WRONG PARKING,88,2.39,1264
FKN00GL19373,7,2023-12-06,2024-01-30,1,Rajajinagar,CAR,WRONG PARKING,56,3.75,1265
FKN00GL1946,7,2024-02-28,2024-03-17,2,Shivajinagar,SCOOTER,NO PARKING,19,11.05,1266
FKN00GL126913,7,2023-11-14,2024-01-14,1,Shivajinagar,SCOOTER,NO PARKING,62,3.39,1267
FKN00GL126959,7,2023-11-13,2023-11-23,1,Shivajinagar,SCOOTER,NO PARKING,11,19.09,1268
FKN00GL49010,7,2023-11-13,2024-03-24,2,Kodigehalli,CAR,WRONG PARKING,133,1.58,1269
FKN00GL49075,7,2024-01-04,2024-02-29,1,Jeevanbheemanagar,CAR,NO PARKING,57,3.68,1270
FKN00GL43671,7,2023-11-21,2024-03-24,4,Sheshadripuram,CAR,NO PARKING,125,1.68,1271
FKN00GL131506,7,2023-11-17,2024-01-16,1,Upparpet,SCOOTER,NO PARKING,61,3.44,1272
FKN00GL49615,7,2023-12-09,2024-03-11,1,Halasur,PASSENGER AUTO,NO PARKING,94,2.23,1273
FKN00GL49692,7,2024-01-01,2024-03-02,1,HAL Old Airport,MOPED,NO PARKING,62,3.39,1274
FKN00GL4982,7,2024-01-24,2024-04-02,4,Chikkajala,CAR,WRONG PARKING,70,3.0,1275
FKN00GL4985,7,2024-01-05,2024-03-11,1,HAL Old Airport,SCOOTER,NO PARKING,67,3.13,1276
FKN00GL42827,7,2024-02-17,2024-04-03,1,Kodigehalli,SCOOTER,WRONG PARKING,47,4.47,1277
FKN00GL42987,7,2024-01-10,2024-04-02,2,Malleshwaram,CAR,WRONG PARKING,84,2.5,1278
FKN00GL43008,7,2023-11-16,2024-03-07,1,Shivajinagar,SCOOTER,WRONG PARKING,113,1.86,1279
FKN00GL5015,7,2023-12-13,2024-03-12,1,HAL Old Airport,SCOOTER,PARKING IN A MAIN ROAD,91,2.31,1280
FKN00GL19250,7,2023-11-21,2024-01-09,2,Upparpet,MAXI-CAB,WRONG PARKING,50,4.2,1281
FKN00GL19251,7,2023-12-10,2024-03-03,1,Vijayanagara,MOTOR CYCLE,NO PARKING,85,2.47,1282
FKN00GL21588,7,2024-01-27,2024-03-02,2,Sheshadripuram,CAR,WRONG PARKING,36,5.83,1283
FKN00GL21590,7,2024-01-02,2024-03-02,1,Sheshadripuram,SCOOTER,WRONG PARKING,61,3.44,1284
FKN00GL21614,7,2024-01-18,2024-03-15,2,Sheshadripuram,SCOOTER,NO PARKING,58,3.62,1285
FKN00GL21642,7,2023-11-12,2024-02-10,1,Sheshadripuram,SCOOTER,NO PARKING,91,2.31,1286
FKN00GL21714,7,2023-12-06,2024-02-05,1,Kodigehalli,CAR,NO PARKING,62,3.39,1287
FKN00GL0967,7,2024-01-05,2024-03-15,1,HAL Old Airport,SCOOTER,NO PARKING,71,2.96,1288
FKN00GL0971,7,2023-11-29,2024-02-22,1,Halasur,CAR,NO PARKING,86,2.44,1289
FKN00GL12494,7,2023-11-18,2024-04-08,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,143,1.47,1290
FKN00GL125283,7,2023-11-13,2024-01-01,1,Shivajinagar,SCOOTER,WRONG PARKING,50,4.2,1291
FKN00GL50437,7,2024-03-12,2024-03-12,1,Whitefield,GOODS AUTO,NO PARKING,1,210.0,1292
FKN00GL50520,7,2023-12-06,2024-02-19,1,Rajajinagar,SCOOTER,WRONG PARKING,76,2.76,1293
FKN00GL50528,7,2023-12-09,2024-03-23,2,HAL Old Airport,CAR,WRONG PARKING,106,1.98,1294
FKN00GL41889,7,2023-11-17,2024-04-02,1,Shivajinagar,SCOOTER,WRONG PARKING,138,1.52,1295
FKN00GL21743,7,2024-03-06,2024-04-04,1,Upparpet,CAR,NO PARKING,30,7.0,1296
FKN00GL219371,7,2023-11-18,2023-11-18,1,Rajajinagar,SCOOTER,WRONG PARKING,1,210.0,1297
FKN00GL219372,7,2023-11-18,2023-11-18,1,Rajajinagar,SCOOTER,WRONG PARKING,1,210.0,1298
FKN00GL19159,7,2023-12-09,2024-01-15,1,HAL Old Airport,MAXI-CAB,WRONG PARKING,38,5.53,1299
FKN00GL41891,7,2023-11-14,2024-04-02,2,High ground,SCOOTER,WRONG PARKING,141,1.49,1300
FKN00GL41921,7,2024-02-14,2024-04-02,1,Halasur,SCOOTER,WRONG PARKING,49,4.29,1301
FKN00GL42051,7,2023-11-13,2024-04-05,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,145,1.45,1302
FKN00GL12395,7,2024-02-04,2024-03-01,1,Malleshwaram,CAR,NO PARKING,27,7.78,1303
FKN00GL12403,7,2023-11-17,2024-04-04,1,Upparpet,PASSENGER AUTO,WRONG PARKING,140,1.5,1304
FKN00GL124201,7,2023-11-12,2024-01-21,1,Shivajinagar,PASSENGER AUTO,NO PARKING,71,2.96,1305
FKN00GL50558,7,2023-11-30,2024-03-25,1,Shivajinagar,SCOOTER,NO PARKING,117,1.79,1306
FKN00GL50569,7,2023-12-13,2024-02-23,2,HAL Old Airport,MOTOR CYCLE,NO PARKING,73,2.88,1307
FKN00GL50768,7,2023-11-16,2024-03-04,1,Upparpet,CAR,NO PARKING,110,1.91,1308
FKN00GL88928,7,2024-03-13,2024-03-13,1,Adugodi,CAR,NO PARKING,1,210.0,1309
FKN00GL88929,7,2024-03-13,2024-03-13,1,Adugodi,CAR,NO PARKING,1,210.0,1310
FKN00GL19081,7,2023-11-21,2024-02-14,1,HAL Old Airport,SCOOTER,NO PARKING,86,2.44,1311
FKN00GL22214,7,2023-11-17,2024-03-28,1,Vijayanagara,MOTOR CYCLE,NO PARKING,133,1.58,1312
FKN00GL22327,7,2023-11-28,2024-02-01,1,Vijayanagara,SCOOTER,WRONG PARKING,66,3.18,1313
FKN00GL89218,7,2023-11-13,2024-03-16,1,Upparpet,MOTOR CYCLE,WRONG PARKING,125,1.68,1314
FKN00GL8979,7,2023-11-22,2024-02-03,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,74,2.84,1315
